step,time_s,cmd_vel,fwd_vel,lateral_vel,pelvis_height,reward_step
1176,19.600,0.000,0.073,-0.113,0.679,2.2373
1177,19.617,0.000,0.055,-0.065,0.678,2.2796
1178,19.633,0.000,0.048,-0.038,0.676,2.2988
1179,19.650,0.000,0.040,-0.025,0.673,2.3268
1180,19.667,0.000,0.038,-0.010,0.669,2.3328
1181,19.683,0.000,0.039,0.012,0.665,2.3081
1182,19.700,0.000,0.019,0.029,0.660,2.3385
1183,19.717,0.000,0.011,0.040,0.657,2.3530
1184,19.733,0.000,0.007,0.041,0.654,2.3485
1185,19.750,0.000,-0.001,0.035,0.652,2.3459
1186,19.767,0.000,0.001,0.033,0.651,2.3421
1187,19.783,0.000,0.001,0.028,0.650,2.3359
1188,19.800,0.000,0.004,0.021,0.650,2.3332
1189,19.817,0.000,0.009,0.016,0.651,2.3281
1190,19.833,0.000,0.017,0.010,0.651,2.3217
1191,19.850,0.000,0.022,-0.001,0.652,2.3044
1192,19.867,0.000,0.030,-0.013,0.653,2.2966
1193,19.883,0.000,0.034,-0.026,0.655,2.2739
1194,19.900,0.000,0.043,-0.035,0.656,2.2639
1195,19.917,0.000,0.047,-0.042,0.658,2.2474
1196,19.933,0.000,0.058,-0.047,0.661,2.2528
1197,19.950,0.000,0.040,-0.041,0.663,2.2386
1198,19.967,0.916,0.000,0.000,0.760,2.2982
1199,19.983,0.000,0.020,0.105,0.756,1.3633
