step,time_s,cmd_vel,fwd_vel,lateral_vel,pelvis_height,reward_step
233,3.883,4.000,3.924,-0.247,0.699,1.3574
234,3.900,4.000,3.973,-0.057,0.705,1.3011
235,3.917,4.000,3.993,0.017,0.708,1.8251
236,3.933,4.000,4.006,-0.013,0.708,2.0764
237,3.950,4.000,3.979,-0.041,0.707,2.1431
238,3.967,4.000,3.948,-0.099,0.705,2.1697
239,3.983,4.000,3.930,-0.102,0.701,2.1195
240,4.000,4.000,3.956,-0.094,0.695,2.1414
241,4.017,4.000,3.903,-0.116,0.689,1.8205
242,4.033,4.000,3.905,-0.022,0.684,2.0336
243,4.050,4.000,3.960,0.003,0.681,2.0524
244,4.067,4.000,3.975,-0.019,0.681,2.0595
245,4.083,4.000,3.948,0.022,0.683,1.8989
246,4.100,4.000,3.942,0.072,0.686,1.7864
247,4.117,4.000,3.958,0.163,0.691,1.6632
248,4.133,4.000,4.044,0.221,0.696,1.6314
249,4.150,4.000,4.037,0.187,0.699,1.7565
250,4.167,4.000,3.977,0.088,0.699,1.8889
251,4.183,4.000,3.973,0.108,0.697,2.1832
252,4.200,4.000,3.972,0.135,0.693,2.0891
253,4.217,4.000,3.967,0.152,0.689,1.9379
254,4.233,4.000,3.898,0.093,0.686,1.4911
255,4.250,4.000,3.932,0.003,0.685,1.4965
256,4.267,4.000,3.913,-0.102,0.686,1.5816
257,4.283,4.000,3.921,-0.197,0.692,1.4878
258,4.300,4.000,3.943,-0.278,0.700,1.3567
259,4.317,4.000,3.933,-0.180,0.706,1.5382
260,4.333,4.000,3.956,-0.027,0.708,1.4229
261,4.350,4.000,3.983,0.007,0.707,1.9235
262,4.367,4.000,3.980,-0.030,0.705,2.1005
263,4.383,4.000,3.929,-0.088,0.701,2.1057
264,4.400,4.000,3.886,-0.110,0.696,2.0498
265,4.417,4.000,3.924,-0.107,0.690,2.0782
266,4.433,4.000,3.895,-0.110,0.683,1.4018
267,4.450,4.000,3.897,0.067,0.677,1.7586
268,4.467,4.000,3.919,0.013,0.675,1.9717
269,4.483,4.000,3.934,0.009,0.675,2.0021
270,4.500,4.000,3.899,0.068,0.678,1.8139
271,4.517,4.000,3.908,0.122,0.682,1.7106
272,4.533,4.000,3.950,0.214,0.688,1.6421
273,4.550,4.000,4.026,0.286,0.694,1.5754
274,4.567,4.000,4.010,0.225,0.697,1.7607
275,4.583,4.000,3.947,0.083,0.698,1.8032
276,4.600,4.000,3.947,0.100,0.696,2.1642
277,4.617,4.000,3.955,0.140,0.693,2.0847
278,4.633,4.000,3.940,0.167,0.689,1.9709
279,4.650,4.000,3.890,0.164,0.686,1.8359
280,4.667,4.000,3.960,0.115,0.684,1.2432
281,4.683,4.000,3.964,0.002,0.684,1.5681
282,4.700,4.000,3.920,-0.109,0.688,1.3431
283,4.717,4.000,3.946,-0.245,0.696,1.3316
284,4.733,4.000,3.979,-0.228,0.704,1.5178
285,4.750,4.000,3.964,-0.035,0.707,1.2614
286,4.767,4.000,4.002,0.025,0.707,1.8448
287,4.783,4.000,4.002,-0.013,0.706,2.0884
288,4.800,4.000,3.985,-0.040,0.703,2.1611
289,4.817,4.000,3.953,-0.078,0.699,2.1763
290,4.833,4.000,3.949,-0.069,0.694,2.1426
291,4.850,4.000,3.948,-0.070,0.687,1.1602
292,4.867,4.000,3.987,0.061,0.683,1.4567
293,4.883,4.000,3.905,-0.013,0.682,1.8756
294,4.900,4.000,3.938,0.019,0.683,2.0232
295,4.917,4.000,3.921,0.069,0.685,1.8620
296,4.933,4.000,3.895,0.123,0.689,1.7022
297,4.950,4.000,3.930,0.204,0.695,1.6381
298,4.967,4.000,3.999,0.276,0.700,1.6082
299,4.983,4.000,4.014,0.253,0.704,1.6887
300,5.000,4.000,3.958,0.131,0.704,1.7463
301,5.017,4.000,3.957,0.155,0.701,2.1703
302,5.033,4.000,3.961,0.198,0.698,2.1240
303,5.050,4.000,3.940,0.217,0.693,1.9800
304,5.067,4.000,3.884,0.202,0.689,1.8477
305,5.083,4.000,3.932,0.113,0.687,1.3316
306,5.100,4.000,3.909,0.014,0.687,1.6847
307,5.117,4.000,3.872,-0.117,0.691,1.3067
308,5.133,4.000,3.850,-0.212,0.698,1.2113
309,5.150,4.000,3.931,-0.156,0.705,1.5329
310,5.167,4.000,3.947,0.008,0.708,1.2835
311,5.183,4.000,3.978,0.065,0.708,1.8016
312,5.200,4.000,3.989,0.020,0.707,2.0957
313,5.217,4.000,3.951,-0.022,0.703,2.1273
314,5.233,4.000,3.915,-0.049,0.699,2.1035
315,5.250,4.000,3.941,-0.049,0.693,2.1075
316,5.267,4.000,3.960,-0.042,0.686,1.2327
317,5.283,4.000,3.944,0.099,0.681,1.5713
318,5.300,4.000,3.879,0.030,0.679,1.9094
319,5.317,4.000,3.928,0.052,0.679,2.0510
320,5.333,4.000,3.926,0.077,0.681,1.9395
321,5.350,4.000,3.885,0.128,0.684,1.7650
322,5.367,4.000,3.913,0.190,0.688,1.7087
323,5.383,4.000,3.974,0.277,0.693,1.6486
324,5.400,4.000,4.039,0.289,0.697,1.6690
325,5.417,4.000,3.981,0.188,0.699,1.7864
326,5.433,4.000,3.939,0.144,0.698,2.0818
327,5.450,4.000,3.948,0.187,0.696,2.1455
328,5.467,4.000,3.941,0.218,0.692,1.9281
329,5.483,4.000,3.897,0.228,0.689,1.8222
330,5.500,4.000,3.926,0.144,0.687,1.3669
331,5.517,4.000,3.902,0.042,0.687,1.7079
332,5.533,4.000,3.894,-0.075,0.690,1.5335
333,5.550,4.000,3.870,-0.192,0.697,1.2522
334,5.567,4.000,3.954,-0.226,0.704,1.4239
335,5.583,4.000,3.978,-0.013,0.709,1.1862
336,5.600,4.000,4.017,0.068,0.711,1.8028
337,5.617,4.000,4.031,0.031,0.710,2.0690
338,5.633,4.000,3.978,-0.001,0.708,2.1370
339,5.650,4.000,3.945,-0.049,0.705,2.1523
340,5.667,4.000,3.945,-0.053,0.701,2.1185
341,5.683,4.000,3.973,-0.042,0.695,2.1414
342,5.700,4.000,3.904,-0.066,0.688,1.5523
343,5.717,4.000,3.929,0.073,0.683,1.8506
344,5.733,4.000,3.955,0.051,0.681,2.0203
345,5.750,4.000,3.975,0.047,0.681,2.0580
346,5.767,4.000,3.941,0.094,0.683,1.8860
347,5.783,4.000,3.952,0.149,0.687,1.7888
348,5.800,4.000,3.986,0.244,0.692,1.6862
349,5.817,4.000,4.053,0.317,0.697,1.6319
350,5.833,4.000,4.021,0.234,0.700,1.8122
351,5.850,4.000,3.970,0.126,0.700,1.9802
352,5.867,4.000,3.972,0.154,0.698,2.1880
353,5.883,4.000,3.965,0.188,0.694,2.0459
354,5.900,4.000,3.966,0.214,0.690,1.8977
355,5.917,4.000,3.901,0.146,0.688,1.5976
356,5.933,4.000,3.929,0.055,0.687,1.5639
357,5.950,4.000,3.940,-0.055,0.688,1.6847
358,5.967,4.000,3.926,-0.170,0.694,1.4658
359,5.983,4.000,3.964,-0.252,0.702,1.3609
360,6.000,4.000,3.960,-0.076,0.708,1.4314
361,6.017,4.000,3.985,0.042,0.710,1.7160
362,6.033,4.000,4.010,0.031,0.710,2.0566
363,6.050,4.000,3.974,0.010,0.708,2.1215
364,6.067,4.000,3.952,-0.046,0.705,2.1503
365,6.083,4.000,3.935,-0.057,0.700,2.1205
366,6.100,4.000,3.956,-0.047,0.694,2.1352
367,6.117,4.000,3.889,-0.065,0.687,1.5619
368,6.133,4.000,3.926,0.068,0.682,1.8721
369,6.150,4.000,3.948,0.052,0.680,2.0180
370,6.167,4.000,3.960,0.054,0.680,2.0372
371,6.183,4.000,3.923,0.106,0.683,1.8606
372,6.200,4.000,3.940,0.160,0.687,1.7586
373,6.217,4.000,3.984,0.245,0.692,1.6822
374,6.233,4.000,4.052,0.308,0.697,1.6257
375,6.250,4.000,4.016,0.214,0.699,1.8197
376,6.267,4.000,3.969,0.107,0.699,1.9881
377,6.283,4.000,3.975,0.142,0.697,2.1853
378,6.300,4.000,3.960,0.180,0.693,2.0209
379,6.317,4.000,3.955,0.204,0.689,1.8766
380,6.333,4.000,3.909,0.142,0.687,1.5706
381,6.350,4.000,3.928,0.053,0.686,1.5976
382,6.367,4.000,3.936,-0.052,0.688,1.6660
383,6.383,4.000,3.911,-0.171,0.693,1.4369
384,6.400,4.000,3.945,-0.255,0.702,1.3607
385,6.417,4.000,3.970,-0.085,0.708,1.4467
386,6.433,4.000,3.995,0.030,0.709,1.7440
387,6.450,4.000,4.012,0.011,0.709,2.0332
388,6.467,4.000,3.996,-0.006,0.707,2.1217
389,6.483,4.000,3.974,-0.067,0.703,2.1566
390,6.500,4.000,3.955,-0.077,0.698,2.1249
391,6.517,4.000,3.977,-0.072,0.692,1.9756
392,6.533,4.000,3.920,-0.039,0.686,1.9882
393,6.550,4.000,3.925,0.053,0.681,1.9658
394,6.567,4.000,3.943,0.012,0.680,2.0343
395,6.583,4.000,3.959,0.019,0.680,2.0408
396,6.600,4.000,3.917,0.081,0.682,1.8466
397,6.617,4.000,3.927,0.140,0.686,1.7587
398,6.633,4.000,3.971,0.220,0.691,1.6834
399,6.650,4.000,4.039,0.287,0.697,1.6181
400,6.667,4.000,4.019,0.205,0.699,1.8109
401,6.683,4.000,3.971,0.098,0.699,1.9574
402,6.700,4.000,3.976,0.136,0.697,2.1883
403,6.717,4.000,3.966,0.173,0.693,2.0451
404,6.733,4.000,3.957,0.200,0.689,1.8928
405,6.750,4.000,3.898,0.134,0.686,1.5496
406,6.767,4.000,3.929,0.048,0.686,1.5378
407,6.783,4.000,3.905,-0.054,0.688,1.6362
408,6.800,4.000,3.902,-0.161,0.693,1.4755
409,6.817,4.000,3.935,-0.242,0.702,1.3753
410,6.833,4.000,3.946,-0.097,0.708,1.5126
411,6.850,4.000,3.977,0.028,0.710,1.6726
412,6.867,4.000,3.998,0.020,0.710,2.0117
413,6.883,4.000,3.971,-0.007,0.708,2.1008
414,6.900,4.000,3.959,-0.063,0.704,2.1322
415,6.917,4.000,3.944,-0.080,0.700,2.1166
416,6.933,4.000,3.966,-0.069,0.693,2.1350
417,6.950,4.000,3.902,-0.085,0.686,1.6880
418,6.967,4.000,3.910,0.043,0.681,1.9613
419,6.983,4.000,3.958,0.039,0.679,2.0382
420,7.000,4.000,3.965,0.037,0.679,2.0386
421,7.017,4.000,3.927,0.083,0.681,1.8704
422,7.033,4.000,3.936,0.137,0.685,1.7305
423,7.050,4.000,3.979,0.213,0.689,1.6822
424,7.067,4.000,4.047,0.279,0.695,1.6053
425,7.083,4.000,4.027,0.206,0.698,1.8025
426,7.100,4.000,3.971,0.092,0.697,1.9173
427,7.117,4.000,3.973,0.124,0.695,2.1831
428,7.133,4.000,3.966,0.163,0.691,2.0500
429,7.150,4.000,3.955,0.189,0.687,1.9039
430,7.167,4.000,3.909,0.140,0.685,1.5023
431,7.183,4.000,3.932,0.056,0.684,1.5538
432,7.200,4.000,3.927,-0.048,0.685,1.6572
433,7.217,4.000,3.905,-0.163,0.691,1.4786
434,7.233,4.000,3.937,-0.250,0.700,1.3449
435,7.250,4.000,3.930,-0.120,0.707,1.5522
436,7.267,4.000,3.954,0.023,0.709,1.5751
437,7.283,4.000,3.977,0.031,0.709,1.9658
438,7.300,4.000,3.963,-0.005,0.707,2.1072
439,7.317,4.000,3.947,-0.055,0.703,2.1345
440,7.333,4.000,3.934,-0.077,0.699,2.1226
441,7.350,4.000,3.955,-0.068,0.693,2.1389
442,7.367,4.000,3.894,-0.072,0.686,1.6863
443,7.383,4.000,3.919,0.058,0.682,1.9105
444,7.400,4.000,3.943,0.028,0.680,2.0152
445,7.417,4.000,3.958,0.029,0.680,2.0204
446,7.433,4.000,3.915,0.088,0.683,1.8277
447,7.450,4.000,3.924,0.142,0.687,1.7299
448,7.467,4.000,3.968,0.222,0.691,1.6557
449,7.483,4.000,4.041,0.283,0.697,1.6014
450,7.500,4.000,4.015,0.201,0.699,1.7923
451,7.517,4.000,3.967,0.097,0.699,1.9575
452,7.533,4.000,3.976,0.137,0.697,2.1880
453,7.550,4.000,3.967,0.181,0.693,2.0473
454,7.567,4.000,3.958,0.209,0.689,1.8978
455,7.583,4.000,3.892,0.147,0.687,1.5365
456,7.600,4.000,3.921,0.064,0.686,1.5234
457,7.617,4.000,3.906,-0.034,0.688,1.5875
458,7.633,4.000,3.880,-0.155,0.694,1.4277
459,7.650,4.000,3.910,-0.232,0.703,1.3619
460,7.667,4.000,3.931,-0.073,0.709,1.4974
461,7.683,4.000,3.964,0.044,0.711,1.7124
462,7.700,4.000,3.986,0.028,0.711,2.0288
463,7.717,4.000,3.972,0.003,0.710,2.1233
464,7.733,4.000,3.963,-0.051,0.706,2.1545
465,7.750,4.000,3.945,-0.068,0.702,2.1318
466,7.767,4.000,3.969,-0.060,0.696,2.1442
467,7.783,4.000,3.914,-0.076,0.689,1.7923
468,7.800,4.000,3.935,0.026,0.683,1.9632
469,7.817,4.000,3.966,0.052,0.680,2.0059
470,7.833,4.000,3.972,0.050,0.680,2.0433
471,7.850,4.000,3.935,0.089,0.682,1.8869
472,7.867,4.000,3.946,0.142,0.686,1.7612
473,7.883,4.000,3.986,0.220,0.690,1.6939
474,7.900,4.000,4.052,0.288,0.695,1.6141
475,7.917,4.000,4.031,0.219,0.698,1.7932
476,7.933,4.000,3.973,0.104,0.697,1.9081
477,7.950,4.000,3.972,0.135,0.695,2.1805
478,7.967,4.000,3.961,0.172,0.691,2.0413
479,7.983,4.000,3.951,0.200,0.687,1.8873
480,8.000,4.000,3.908,0.144,0.684,1.5417
481,8.017,4.000,3.928,0.062,0.683,1.5701
482,8.033,4.000,3.917,-0.041,0.685,1.6417
483,8.050,4.000,3.913,-0.146,0.690,1.4839
484,8.067,4.000,3.952,-0.227,0.699,1.3719
485,8.083,4.000,3.950,-0.109,0.705,1.5560
486,8.100,4.000,3.971,0.023,0.707,1.5972
487,8.117,4.000,4.000,0.028,0.707,1.9685
488,8.133,4.000,3.983,-0.002,0.705,2.1018
489,8.150,4.000,3.939,-0.059,0.702,2.1183
490,8.167,4.000,3.933,-0.079,0.697,2.0937
491,8.183,4.000,3.958,-0.071,0.691,2.1271
492,8.200,4.000,3.899,-0.068,0.684,1.7225
493,8.217,4.000,3.920,0.068,0.680,1.8995
494,8.233,4.000,3.945,0.032,0.678,2.0083
495,8.250,4.000,3.957,0.039,0.679,2.0144
496,8.267,4.000,3.916,0.099,0.681,1.8293
497,8.283,4.000,3.929,0.152,0.685,1.7210
498,8.300,4.000,3.977,0.227,0.691,1.6711
499,8.317,4.000,4.046,0.288,0.696,1.6037
500,8.333,4.000,4.018,0.200,0.698,1.7912
501,8.350,4.000,3.970,0.095,0.698,1.9630
502,8.367,4.000,3.976,0.133,0.696,2.1853
503,8.383,4.000,3.968,0.175,0.692,2.0509
504,8.400,4.000,3.959,0.207,0.688,1.8907
505,8.417,4.000,3.906,0.151,0.686,1.5733
506,8.433,4.000,3.926,0.068,0.685,1.5731
507,8.450,4.000,3.913,-0.027,0.687,1.5913
