step,time_s,cmd_vel,fwd_vel,lateral_vel,pelvis_height,reward_step
140,2.333,4.000,3.929,-0.126,0.670,1.9419
141,2.350,4.000,3.882,-0.097,0.665,1.7485
142,2.367,4.000,3.837,-0.047,0.662,1.9215
143,2.383,4.000,3.914,0.038,0.660,1.9241
144,2.400,4.000,3.937,0.026,0.661,1.8346
145,2.417,4.000,3.962,0.002,0.663,1.5607
146,2.433,4.000,4.006,0.010,0.667,1.4469
147,2.450,4.000,4.056,-0.053,0.673,1.3227
148,2.467,4.000,4.003,-0.031,0.678,1.6980
149,2.483,4.000,3.952,-0.031,0.681,1.7939
150,2.500,4.000,3.936,-0.009,0.682,2.1060
151,2.517,4.000,3.961,0.028,0.681,2.2191
152,2.533,4.000,3.995,0.069,0.679,2.1899
153,2.550,4.000,4.008,0.138,0.675,1.9933
154,2.567,4.000,3.995,0.122,0.672,1.8593
155,2.583,4.000,3.987,0.065,0.670,2.0001
156,2.600,4.000,3.966,0.075,0.672,1.9021
157,2.617,4.000,3.937,0.083,0.678,1.6774
158,2.633,4.000,4.042,0.110,0.686,1.2931
159,2.650,4.000,4.070,0.050,0.693,1.1403
160,2.667,4.000,4.104,0.007,0.698,1.6514
161,2.683,4.000,4.070,-0.033,0.700,1.7191
162,2.700,4.000,4.018,-0.057,0.701,1.8368
163,2.717,4.000,4.038,-0.066,0.701,2.1470
164,2.733,4.000,4.045,-0.082,0.699,2.2646
165,2.750,4.000,4.037,-0.109,0.695,2.2657
166,2.767,4.000,4.026,-0.132,0.689,2.2444
167,2.783,4.000,3.990,-0.146,0.682,1.6201
168,2.800,4.000,3.905,-0.126,0.676,1.9191
169,2.817,4.000,3.863,-0.073,0.671,1.9508
170,2.833,4.000,3.869,-0.010,0.669,1.9531
171,2.850,4.000,3.949,0.029,0.668,2.0399
172,2.867,4.000,3.960,0.005,0.670,1.7203
173,2.883,4.000,3.991,0.026,0.673,1.6855
174,2.900,4.000,4.033,-0.021,0.678,1.5188
175,2.917,4.000,4.065,-0.041,0.685,1.5869
176,2.933,4.000,3.980,-0.015,0.689,1.5499
177,2.950,4.000,3.945,0.031,0.692,2.0656
178,2.967,4.000,3.956,0.066,0.692,2.2182
179,2.983,4.000,3.985,0.099,0.690,2.2651
180,3.000,4.000,4.010,0.143,0.687,2.0960
181,3.017,4.000,4.016,0.202,0.683,2.0343
182,3.033,4.000,4.000,0.172,0.679,1.8344
183,3.050,4.000,3.996,0.114,0.677,1.9761
184,3.067,4.000,3.955,0.114,0.679,1.8146
185,3.083,4.000,3.949,0.121,0.685,1.6501
186,3.100,4.000,4.024,0.061,0.692,1.5552
187,3.117,4.000,4.042,0.035,0.695,1.3242
188,3.133,4.000,4.052,0.011,0.697,1.6767
189,3.150,4.000,3.994,-0.017,0.698,1.6887
190,3.167,4.000,3.996,-0.038,0.696,1.8364
191,3.183,4.000,3.989,-0.049,0.694,2.1510
192,3.200,4.000,3.981,-0.068,0.690,2.2409
193,3.217,4.000,3.965,-0.098,0.684,2.2089
194,3.233,4.000,3.924,-0.126,0.677,1.7295
195,3.250,4.000,3.857,-0.118,0.671,1.8797
196,3.267,4.000,3.827,-0.081,0.667,1.9054
197,3.283,4.000,3.865,-0.020,0.665,1.8849
198,3.300,4.000,3.953,0.016,0.664,1.8893
199,3.317,4.000,3.948,-0.018,0.665,1.6512
200,3.333,4.000,3.984,-0.001,0.668,1.5997
201,3.350,4.000,4.022,-0.036,0.674,1.4186
202,3.367,4.000,4.063,-0.067,0.680,1.5080
203,3.383,4.000,3.973,-0.043,0.685,1.4577
204,3.400,4.000,3.937,0.003,0.687,2.0069
205,3.417,4.000,3.949,0.041,0.688,2.1809
206,3.433,4.000,3.984,0.077,0.686,2.2547
207,3.450,4.000,4.015,0.125,0.683,2.1185
208,3.467,4.000,4.014,0.169,0.679,2.0088
209,3.483,4.000,4.000,0.154,0.675,1.7797
210,3.500,4.000,4.008,0.106,0.673,1.9238
211,3.517,4.000,3.972,0.105,0.676,1.7661
212,3.533,4.000,3.974,0.118,0.682,1.6480
213,3.550,4.000,4.016,0.036,0.688,1.4228
214,3.567,4.000,4.046,0.015,0.691,1.2357
215,3.583,4.000,4.056,-0.010,0.692,1.6202
216,3.600,4.000,3.999,-0.037,0.692,1.6702
217,3.617,4.000,4.009,-0.053,0.690,1.8514
218,3.633,4.000,4.001,-0.061,0.687,2.1580
219,3.650,4.000,3.994,-0.084,0.682,2.2349
220,3.667,4.000,3.985,-0.123,0.676,2.0093
221,3.683,4.000,3.926,-0.134,0.669,1.9523
222,3.700,4.000,3.863,-0.124,0.664,1.8131
223,3.717,4.000,3.816,-0.081,0.661,1.8721
224,3.733,4.000,3.841,-0.024,0.660,1.8803
225,3.750,4.000,3.930,0.001,0.660,1.9642
226,3.767,4.000,3.944,-0.028,0.662,1.6225
227,3.783,4.000,3.988,-0.012,0.665,1.5717
228,3.800,4.000,4.034,-0.053,0.671,1.4058
229,3.817,4.000,4.067,-0.078,0.678,1.5026
230,3.833,4.000,3.976,-0.053,0.683,1.4460
231,3.850,4.000,3.941,-0.004,0.686,1.9987
232,3.867,4.000,3.953,0.035,0.687,2.1745
233,3.883,4.000,3.988,0.072,0.686,2.2513
234,3.900,4.000,4.021,0.121,0.684,2.0514
235,3.917,4.000,4.015,0.167,0.680,2.0014
236,3.933,4.000,4.005,0.152,0.676,1.7779
237,3.950,4.000,4.020,0.101,0.674,1.9234
238,3.967,4.000,3.974,0.099,0.677,1.7838
239,3.983,4.000,3.981,0.119,0.683,1.6591
240,4.000,4.000,4.014,0.045,0.689,1.4356
241,4.017,4.000,4.044,0.026,0.691,1.4037
242,4.033,4.000,4.056,0.005,0.692,1.6026
243,4.050,4.000,3.982,-0.028,0.692,1.7278
244,4.067,4.000,3.986,-0.045,0.689,1.9018
245,4.083,4.000,3.997,-0.054,0.686,2.1973
246,4.100,4.000,3.990,-0.080,0.680,2.2384
247,4.117,4.000,3.973,-0.121,0.673,1.9890
248,4.133,4.000,3.916,-0.130,0.666,1.9378
249,4.150,4.000,3.863,-0.114,0.661,1.7583
250,4.167,4.000,3.838,-0.055,0.657,1.8518
251,4.183,4.000,3.891,0.013,0.656,1.9094
252,4.200,4.000,3.926,0.014,0.656,1.8803
253,4.217,4.000,3.949,-0.024,0.658,1.5984
254,4.233,4.000,4.000,-0.015,0.662,1.5254
255,4.250,4.000,4.047,-0.063,0.668,1.3324
256,4.267,4.000,4.065,-0.076,0.675,1.4850
257,4.283,4.000,3.965,-0.058,0.681,1.3801
258,4.300,4.000,3.939,-0.013,0.684,1.9996
259,4.317,4.000,3.955,0.024,0.685,2.1761
260,4.333,4.000,3.990,0.060,0.685,2.2407
261,4.350,4.000,4.021,0.110,0.682,2.0272
262,4.367,4.000,4.009,0.156,0.679,2.0024
263,4.383,4.000,3.977,0.143,0.677,1.8405
264,4.400,4.000,3.991,0.112,0.676,1.9448
265,4.417,4.000,3.950,0.129,0.679,1.7532
266,4.433,4.000,3.972,0.150,0.687,1.6156
267,4.450,4.000,3.990,0.063,0.693,1.4713
268,4.467,4.000,4.034,0.024,0.696,1.6517
269,4.483,4.000,4.041,0.005,0.698,1.7285
270,4.500,4.000,3.949,-0.016,0.698,1.8435
271,4.517,4.000,3.972,-0.028,0.696,2.1209
272,4.533,4.000,3.986,-0.043,0.693,2.2411
273,4.550,4.000,3.980,-0.070,0.688,2.2648
274,4.567,4.000,3.977,-0.100,0.681,2.0599
275,4.583,4.000,3.928,-0.110,0.674,1.9854
276,4.600,4.000,3.874,-0.091,0.668,1.8570
277,4.617,4.000,3.860,-0.027,0.664,1.8840
278,4.633,4.000,3.917,0.044,0.662,1.9253
279,4.650,4.000,3.937,0.040,0.661,1.8864
280,4.667,4.000,3.960,0.014,0.663,1.4958
281,4.683,4.000,3.996,0.033,0.667,1.4533
282,4.700,4.000,4.044,-0.023,0.673,1.3208
283,4.717,4.000,4.041,-0.020,0.679,1.5177
284,4.733,4.000,3.953,-0.019,0.683,1.3939
285,4.750,4.000,3.933,0.010,0.685,2.0625
286,4.767,4.000,3.953,0.041,0.685,2.2069
287,4.783,4.000,3.985,0.078,0.683,2.2254
288,4.800,4.000,4.012,0.136,0.679,1.8898
289,4.817,4.000,3.982,0.162,0.676,1.8678
290,4.833,4.000,3.972,0.112,0.674,2.0241
291,4.850,4.000,3.973,0.096,0.674,1.9445
292,4.867,4.000,3.929,0.126,0.678,1.6836
293,4.883,4.000,3.994,0.148,0.686,1.5757
294,4.900,4.000,3.985,0.074,0.693,1.3236
295,4.917,4.000,4.043,0.042,0.697,1.7631
296,4.933,4.000,4.048,0.020,0.700,1.7366
297,4.950,4.000,3.961,0.002,0.700,1.8540
298,4.967,4.000,3.984,-0.008,0.699,2.1666
299,4.983,4.000,3.998,-0.024,0.696,2.2634
300,5.000,4.000,3.993,-0.051,0.692,2.2805
301,5.017,4.000,3.981,-0.076,0.685,2.2528
302,5.033,4.000,3.951,-0.099,0.677,1.7633
303,5.050,4.000,3.874,-0.087,0.671,1.9134
304,5.067,4.000,3.863,-0.035,0.666,1.7899
305,5.083,4.000,3.920,0.025,0.663,1.8844
306,5.100,4.000,3.963,0.056,0.663,1.9377
307,5.117,4.000,3.967,0.027,0.664,1.6337
308,5.133,4.000,4.000,0.049,0.667,1.5496
309,5.150,4.000,4.042,0.002,0.672,1.3694
310,5.167,4.000,4.078,-0.033,0.678,1.5012
311,5.183,4.000,3.989,-0.014,0.683,1.4935
312,5.200,4.000,3.958,0.026,0.685,2.0616
313,5.217,4.000,3.971,0.058,0.686,2.2077
314,5.233,4.000,4.003,0.093,0.684,2.2376
315,5.250,4.000,4.030,0.142,0.681,2.0151
316,5.267,4.000,4.026,0.191,0.677,1.8971
317,5.283,4.000,3.991,0.146,0.674,1.8059
318,5.300,4.000,4.002,0.118,0.674,1.9320
319,5.317,4.000,3.958,0.136,0.677,1.7292
320,5.333,4.000,3.985,0.144,0.684,1.6220
321,5.350,4.000,4.000,0.068,0.691,1.4782
322,5.367,4.000,4.045,0.041,0.695,1.6764
323,5.383,4.000,4.055,0.023,0.696,1.7013
324,5.400,4.000,3.962,0.003,0.696,1.8502
325,5.417,4.000,3.983,-0.009,0.694,2.1281
326,5.433,4.000,4.000,-0.027,0.691,2.2428
327,5.450,4.000,3.996,-0.056,0.686,2.2683
328,5.467,4.000,3.992,-0.091,0.679,2.0646
329,5.483,4.000,3.938,-0.108,0.672,1.9733
330,5.500,4.000,3.873,-0.098,0.666,1.8575
331,5.517,4.000,3.847,-0.043,0.662,1.7779
332,5.533,4.000,3.902,0.020,0.660,1.8651
333,5.550,4.000,3.943,0.042,0.660,1.9153
334,5.567,4.000,3.955,0.018,0.661,1.6399
335,5.583,4.000,3.999,0.040,0.665,1.5792
336,5.600,4.000,4.047,-0.003,0.670,1.3858
337,5.617,4.000,4.071,-0.027,0.676,1.5127
338,5.633,4.000,3.986,-0.011,0.681,1.4845
339,5.650,4.000,3.959,0.027,0.683,2.0570
340,5.667,4.000,3.972,0.060,0.684,2.1988
341,5.683,4.000,4.004,0.099,0.683,2.2179
342,5.700,4.000,4.033,0.157,0.680,1.8053
343,5.717,4.000,4.005,0.192,0.677,2.0773
344,5.733,4.000,3.977,0.142,0.675,1.8039
345,5.750,4.000,3.995,0.118,0.675,1.9616
346,5.767,4.000,3.948,0.140,0.678,1.7220
347,5.783,4.000,3.985,0.164,0.686,1.5829
348,5.800,4.000,4.009,0.099,0.693,1.3525
349,5.817,4.000,4.053,0.057,0.697,1.7856
350,5.833,4.000,4.051,0.034,0.699,1.7622
351,5.850,4.000,3.969,0.013,0.699,1.8883
352,5.867,4.000,3.989,0.002,0.698,2.1818
353,5.883,4.000,4.003,-0.018,0.695,2.2623
354,5.900,4.000,3.997,-0.046,0.690,2.2752
355,5.917,4.000,3.996,-0.078,0.683,2.0687
356,5.933,4.000,3.946,-0.095,0.675,1.9795
357,5.950,4.000,3.888,-0.078,0.669,1.8646
358,5.967,4.000,3.860,-0.023,0.666,1.8745
359,5.983,4.000,3.922,0.047,0.664,1.9229
360,6.000,4.000,3.944,0.050,0.663,1.9129
361,6.017,4.000,3.962,0.028,0.665,1.5207
362,6.033,4.000,4.002,0.052,0.668,1.5222
363,6.050,4.000,4.053,-0.006,0.673,1.3746
364,6.067,4.000,4.050,-0.001,0.679,1.5312
365,6.083,4.000,3.968,0.008,0.683,1.4273
366,6.100,4.000,3.947,0.035,0.684,2.0792
367,6.117,4.000,3.963,0.067,0.684,2.2036
368,6.133,4.000,3.994,0.110,0.682,2.1890
369,6.150,4.000,4.015,0.173,0.678,1.8312
370,6.167,4.000,4.008,0.190,0.674,1.4416
371,6.183,4.000,3.990,0.142,0.672,1.9881
372,6.200,4.000,3.970,0.138,0.673,1.9112
373,6.217,4.000,3.939,0.149,0.678,1.6808
374,6.233,4.000,4.023,0.166,0.687,1.4587
375,6.250,4.000,4.028,0.096,0.694,1.2233
376,6.267,4.000,4.070,0.064,0.698,1.7103
377,6.283,4.000,4.049,0.033,0.701,1.7423
378,6.300,4.000,3.978,0.012,0.702,1.8721
379,6.317,4.000,3.999,-0.002,0.701,2.1626
380,6.333,4.000,4.007,-0.020,0.699,2.2681
381,6.350,4.000,3.998,-0.051,0.695,2.2717
382,6.367,4.000,3.988,-0.078,0.689,2.2480
383,6.383,4.000,3.965,-0.101,0.681,1.7445
384,6.400,4.000,3.881,-0.093,0.674,1.9213
385,6.417,4.000,3.846,-0.049,0.670,1.9255
386,6.433,4.000,3.906,0.041,0.667,1.9983
387,6.450,4.000,3.964,0.094,0.666,1.9685
388,6.467,4.000,3.961,0.054,0.667,1.7394
389,6.483,4.000,3.989,0.070,0.670,1.6481
390,6.500,4.000,4.036,0.032,0.675,1.4779
391,6.517,4.000,4.076,0.002,0.681,1.5527
392,6.533,4.000,3.986,0.024,0.685,1.5273
393,6.550,4.000,3.956,0.065,0.688,2.0775
394,6.567,4.000,3.967,0.097,0.688,2.2134
395,6.583,4.000,3.995,0.133,0.686,2.2275
396,6.600,4.000,4.019,0.183,0.683,1.9822
397,6.617,4.000,4.011,0.230,0.679,1.8784
398,6.633,4.000,3.977,0.190,0.675,1.8284
399,6.650,4.000,3.992,0.156,0.675,1.9197
400,6.667,4.000,3.951,0.165,0.678,1.7231
401,6.683,4.000,3.987,0.167,0.685,1.6242
402,6.700,4.000,3.989,0.093,0.691,1.4494
403,6.717,4.000,4.028,0.077,0.694,1.5752
404,6.733,4.000,4.030,0.058,0.696,1.7003
405,6.750,4.000,3.940,0.041,0.696,1.8239
406,6.767,4.000,3.958,0.027,0.694,2.0953
407,6.783,4.000,3.974,0.006,0.690,2.2155
408,6.800,4.000,3.969,-0.025,0.685,2.2543
409,6.817,4.000,3.964,-0.066,0.678,2.0455
410,6.833,4.000,3.913,-0.093,0.671,1.9342
411,6.850,4.000,3.855,-0.085,0.666,1.7509
412,6.867,4.000,3.848,-0.028,0.662,1.8797
413,6.883,4.000,3.906,0.039,0.660,1.9294
414,6.900,4.000,3.937,0.046,0.660,1.8936
415,6.917,4.000,3.959,0.015,0.662,1.5088
416,6.933,4.000,4.009,0.037,0.665,1.5141
417,6.950,4.000,4.069,-0.024,0.671,1.3365
418,6.967,4.000,4.054,-0.004,0.676,1.4603
419,6.983,4.000,3.967,0.012,0.680,1.3241
420,7.000,4.000,3.950,0.042,0.681,2.0504
421,7.017,4.000,3.968,0.076,0.681,2.1840
422,7.033,4.000,4.000,0.119,0.679,2.1640
423,7.050,4.000,4.018,0.189,0.675,1.8912
424,7.067,4.000,3.998,0.195,0.672,1.6595
425,7.083,4.000,4.000,0.145,0.671,1.9894
426,7.100,4.000,3.975,0.142,0.672,1.8928
427,7.117,4.000,3.940,0.159,0.677,1.6680
428,7.133,4.000,4.029,0.177,0.686,1.4526
429,7.150,4.000,4.039,0.102,0.693,1.1812
430,7.167,4.000,4.082,0.063,0.698,1.6842
431,7.183,4.000,4.057,0.028,0.701,1.7299
432,7.200,4.000,3.988,0.007,0.703,1.8619
433,7.217,4.000,4.008,-0.008,0.703,2.1603
434,7.233,4.000,4.016,-0.027,0.701,2.2661
435,7.250,4.000,4.006,-0.060,0.697,2.2723
436,7.267,4.000,3.996,-0.091,0.691,2.2463
437,7.283,4.000,3.989,-0.114,0.684,1.7854
438,7.300,4.000,3.892,-0.116,0.677,1.9414
439,7.317,4.000,3.855,-0.072,0.672,1.9136
440,7.333,4.000,3.897,0.007,0.668,1.9845
441,7.350,4.000,3.962,0.086,0.667,1.9363
442,7.367,4.000,3.954,0.052,0.668,1.8343
443,7.383,4.000,3.988,0.065,0.670,1.6971
444,7.400,4.000,4.032,0.035,0.675,1.5432
445,7.417,4.000,4.080,-0.007,0.681,1.5468
446,7.433,4.000,3.987,0.023,0.685,1.5580
447,7.450,4.000,3.958,0.060,0.688,2.0928
448,7.467,4.000,3.963,0.090,0.688,2.2198
449,7.483,4.000,3.989,0.123,0.686,2.2433
450,7.500,4.000,4.009,0.173,0.683,1.8474
451,7.517,4.000,3.989,0.218,0.679,2.0143
452,7.533,4.000,3.968,0.187,0.676,1.8202
453,7.550,4.000,3.974,0.152,0.675,1.9704
454,7.567,4.000,3.934,0.168,0.678,1.7375
455,7.583,4.000,3.955,0.179,0.685,1.6209
456,7.600,4.000,3.983,0.112,0.691,1.4419
457,7.617,4.000,4.008,0.088,0.694,1.4204
458,7.633,4.000,4.019,0.069,0.695,1.6396
459,7.650,4.000,3.939,0.042,0.695,1.7404
460,7.667,4.000,3.940,0.022,0.693,1.8777
461,7.683,4.000,3.947,0.009,0.690,2.1640
462,7.700,4.000,3.937,-0.020,0.685,2.2040
463,7.717,4.000,3.935,-0.060,0.678,1.9881
464,7.733,4.000,3.888,-0.090,0.671,1.8808
465,7.750,4.000,3.835,-0.084,0.665,1.6886
466,7.767,4.000,3.844,-0.017,0.662,1.8755
467,7.783,4.000,3.893,0.049,0.660,1.9366
468,7.800,4.000,3.922,0.059,0.660,1.8587
469,7.817,4.000,3.945,0.020,0.662,1.5069
470,7.833,4.000,3.988,0.033,0.666,1.4764
471,7.850,4.000,4.050,-0.020,0.671,1.3368
472,7.867,4.000,4.046,-0.005,0.677,1.4870
473,7.883,4.000,3.952,0.011,0.681,1.3332
474,7.900,4.000,3.933,0.045,0.683,2.0380
475,7.917,4.000,3.950,0.077,0.683,2.1746
476,7.933,4.000,3.982,0.116,0.682,2.1935
477,7.950,4.000,4.009,0.176,0.678,1.8852
478,7.967,4.000,3.981,0.209,0.675,2.0870
479,7.983,4.000,3.959,0.163,0.673,1.8151
480,8.000,4.000,3.971,0.145,0.673,1.9115
481,8.017,4.000,3.933,0.170,0.677,1.6768
482,8.033,4.000,3.993,0.182,0.684,1.5817
483,8.050,4.000,3.979,0.101,0.691,1.3044
484,8.067,4.000,4.029,0.073,0.695,1.7352
485,8.083,4.000,4.038,0.056,0.698,1.7070
486,8.100,4.000,3.950,0.040,0.698,1.8393
487,8.117,4.000,3.972,0.030,0.697,2.1523
488,8.133,4.000,3.984,0.011,0.695,2.2479
489,8.150,4.000,3.976,-0.020,0.690,2.2658
490,8.167,4.000,3.964,-0.052,0.683,2.2312
491,8.183,4.000,3.933,-0.078,0.676,1.7538
492,8.200,4.000,3.852,-0.076,0.669,1.8933
493,8.217,4.000,3.869,-0.012,0.664,1.9059
494,8.233,4.000,3.902,0.059,0.662,1.9661
495,8.250,4.000,3.949,0.102,0.661,1.9306
496,8.267,4.000,3.953,0.055,0.662,1.6965
497,8.283,4.000,3.993,0.068,0.665,1.6178
498,8.300,4.000,4.039,0.031,0.670,1.4282
499,8.317,4.000,4.084,-0.015,0.676,1.4952
500,8.333,4.000,3.990,0.007,0.681,1.5231
501,8.350,4.000,3.960,0.043,0.684,2.0879
502,8.367,4.000,3.969,0.074,0.685,2.2126
503,8.383,4.000,3.998,0.111,0.683,2.2320
504,8.400,4.000,4.023,0.162,0.680,2.0011
505,8.417,4.000,4.015,0.214,0.677,1.8097
506,8.433,4.000,3.983,0.172,0.674,1.8392
